"","To","From","Airline","Distance","Duration","name","destination_long","destination_lat","origin_long","origin_lat","RouteInfo"
"207","HKG","FRA","Cathay Pacific",5684,"11:52","Hong Kong International Airport Kai Tak",114.198074341,22.3203040432,8.5622,50.0379,"<b>FRA - HKG; Airline: Cathay Pacific; Distance: 5684; Flight Time: 11:52Hrs</b>"
"211","HND","FRA","Lufthansa",5813,"12:07","Tokyo Haneda International Airport",139.779999,35.552299,8.5622,50.0379,"<b>FRA - HND; Airline: Lufthansa; Distance: 5813; Flight Time: 12:07Hrs</b>"
"2131","HOG","FRA","Condor Flugdienst",4903,"10:18","Frank Pais International Airport",-76.3151016235352,20.7856006622314,8.5622,50.0379,"<b>FRA - HOG; Airline: Condor Flugdienst; Distance: 4903; Flight Time: 10:18Hrs</b>"
"214","HRG","FRA","Condor Flugdienst",2064,"04:37","Hurghada International Airport",33.7994003295898,27.1783008575439,8.5622,50.0379,"<b>FRA - HRG; Airline: Condor Flugdienst; Distance: 2064; Flight Time: 04:37Hrs</b>"
"2151","IAD","FRA","Lufthansa",4068,"08:38","Washington Dulles International Airport",-77.45580292,38.94449997,8.5622,50.0379,"<b>FRA - IAD; Airline: Lufthansa; Distance: 4068; Flight Time: 08:38Hrs</b>"
"2171","IAH","FRA","Lufthansa",5218,"10:56","George Bush Intercontinental Houston Airport",-95.3414001464844,29.9843997955322,8.5622,50.0379,"<b>FRA - IAH; Airline: Lufthansa; Distance: 5218; Flight Time: 10:56Hrs</b>"
"2191","IBZ","FRA","Air Berlin",847,"02:11","Ibiza Airport",1.37311995029,38.8728981018,8.5622,50.0379,"<b>FRA - IBZ; Airline: Air Berlin; Distance: 847; Flight Time: 02:11Hrs</b>"
"2221","ICN","FRA","Korean Air",5305,"11:06","Incheon International Airport",126.450996398926,37.4691009521484,8.5622,50.0379,"<b>FRA - ICN; Airline: Korean Air; Distance: 5305; Flight Time: 11:06Hrs</b>"
"2251","IKA","FRA","Iran Air",2343,"05:11","Imam Khomeini International Airport",51.1521987915039,35.4160995483398,8.5622,50.0379,"<b>FRA - IKA; Airline: Iran Air; Distance: 2343; Flight Time: 05:11Hrs</b>"
"2271","INN","FRA","Lufthansa",229,"00:57","Innsbruck Airport",11.344,47.260201,8.5622,50.0379,"<b>FRA - INN; Airline: Lufthansa; Distance: 229; Flight Time: 00:57Hrs</b>"
"2291","ISL","FRA","Lufthansa",1156,"02:48","Atatürk International Airport",28.8146,40.976898,8.5622,50.0379,"<b>FRA - ISL; Airline: Lufthansa; Distance: 1156; Flight Time: 02:48Hrs</b>"
"2321","JED","FRA","Air Canada",2565,"05:37","King Abdulaziz International Airport",39.156502,21.6796,8.5622,50.0379,"<b>FRA - JED; Airline: Air Canada; Distance: 2565; Flight Time: 05:37Hrs</b>"
"2381","JFK","FRA","Air France",3843,"08:11","John F Kennedy International Airport",-73.77890015,40.63980103,8.5622,50.0379,"<b>FRA - JFK; Airline: Air France; Distance: 3843; Flight Time: 08:11Hrs</b>"
"2461","JNB","FRA","Lufthansa",5396,"11:17","O R Tambo International",28.246,-26.1392,8.5622,50.0379,"<b>FRA - JNB; Airline: Lufthansa; Distance: 5396; Flight Time: 11:17Hrs</b>"
"2551","KBP","FRA","Lufthansa",983,"02:27","Boryspil International Airport",30.8946990966797,50.3450012207031,8.5622,50.0379,"<b>FRA - KBP; Airline: Lufthansa; Distance: 983; Flight Time: 02:27Hrs</b>"
"257","KEF","FRA","Icelandair",1491,"03:28","Keflavik International Airport",-22.605600357056,63.985000610352,8.5622,50.0379,"<b>FRA - KEF; Airline: Icelandair; Distance: 1491; Flight Time: 03:28Hrs</b>"
"258","KGS","FRA","Condor Flugdienst",1296,"03:05","Kos Airport",27.0916996002197,36.7933006286621,8.5622,50.0379,"<b>FRA - KGS; Airline: Condor Flugdienst; Distance: 1296; Flight Time: 03:05Hrs</b>"
"2601","KIV","FRA","Air Moldova",953,"02:24","Chişinău International Airport",28.9309997558594,46.9277000427246,8.5622,50.0379,"<b>FRA - KIV; Airline: Air Moldova; Distance: 953; Flight Time: 02:24Hrs</b>"
"261","KIX","FRA","Lufthansa",5751,"12:00","Kansai International Airport",135.244003295898,34.4272994995117,8.5622,50.0379,"<b>FRA - KIX; Airline: Lufthansa; Distance: 5751; Flight Time: 12:00Hrs</b>"
"2631","KRK","FRA","Lufthansa",496,"01:29","Kraków John Paul II International Airport",19.7848,50.077702,8.5622,50.0379,"<b>FRA - KRK; Airline: Lufthansa; Distance: 496; Flight Time: 01:29Hrs</b>"
"2651","KTW","FRA","Lufthansa",464,"01:25","Katowice International Airport",19.08,50.4743,8.5622,50.0379,"<b>FRA - KTW; Airline: Lufthansa; Distance: 464; Flight Time: 01:25Hrs</b>"
"267","KUF","FRA","Lufthansa",1767,"04:02","Kurumoch International Airport",50.16429901123,53.504901885986,8.5622,50.0379,"<b>FRA - KUF; Airline: Lufthansa; Distance: 1767; Flight Time: 04:02Hrs</b>"
"2681","KUL","FRA","American Airlines",6208,"12:54","Kuala Lumpur International Airport",101.70999908447,2.745579957962,8.5622,50.0379,"<b>FRA - KUL; Airline: American Airlines; Distance: 6208; Flight Time: 12:54Hrs</b>"
"2711","KWI","FRA","Kuwait Airways",2496,"05:29","Kuwait International Airport",47.9688987731934,29.2266006469727,8.5622,50.0379,"<b>FRA - KWI; Airline: Kuwait Airways; Distance: 2496; Flight Time: 05:29Hrs</b>"
"273","LAD","FRA","Lufthansa",4076,"08:39","Quatro de Fevereiro Airport",13.2312,-8.85837,8.5622,50.0379,"<b>FRA - LAD; Airline: Lufthansa; Distance: 4076; Flight Time: 08:39Hrs</b>"
"274","LAS","FRA","Condor Flugdienst",5566,"11:37","McCarran International Airport",-115.1520004,36.08010101,8.5622,50.0379,"<b>FRA - LAS; Airline: Condor Flugdienst; Distance: 5566; Flight Time: 11:37Hrs</b>"
"2751","LAX","FRA","Lufthansa",5789,"12:04","Los Angeles International Airport",-118.4079971,33.94250107,8.5622,50.0379,"<b>FRA - LAX; Airline: Lufthansa; Distance: 5789; Flight Time: 12:04Hrs</b>"
"277","LCA","FRA","Air Canada",1636,"03:46","Larnaca International Airport",33.6249008178711,34.8750991821289,8.5622,50.0379,"<b>FRA - LCA; Airline: Air Canada; Distance: 1636; Flight Time: 03:46Hrs</b>"
"2801","LCY","FRA","Air Berlin",385,"01:16","London City Airport",0.055278,51.505299,8.5622,50.0379,"<b>FRA - LCY; Airline: Air Berlin; Distance: 385; Flight Time: 01:16Hrs</b>"
"2831","LED","FRA","Lufthansa",1085,"02:40","Pulkovo Airport",30.2625007629395,59.8003005981445,8.5622,50.0379,"<b>FRA - LED; Airline: Lufthansa; Distance: 1085; Flight Time: 02:40Hrs</b>"
"285","LEJ","FRA","Lufthansa",186,"00:52","Leipzig/Halle Airport",12.236389,51.423889,8.5622,50.0379,"<b>FRA - LEJ; Airline: Lufthansa; Distance: 186; Flight Time: 00:52Hrs</b>"
"2861","LHR","FRA","American Airlines",406,"01:18","London Heathrow Airport",-0.461941,51.4706,8.5622,50.0379,"<b>FRA - LHR; Airline: American Airlines; Distance: 406; Flight Time: 01:18Hrs</b>"
"290","LIN","FRA","Alitalia",318,"01:08","Milano Linate Airport",9.27674,45.445099,8.5622,50.0379,"<b>FRA - LIN; Airline: Alitalia; Distance: 318; Flight Time: 01:08Hrs</b>"
"2941","LIS","FRA","Ethiopian Airlines",1163,"02:49","Humberto Delgado Airport (Lisbon Portela Airport)",-9.13592,38.7813,8.5622,50.0379,"<b>FRA - LIS; Airline: Ethiopian Airlines; Distance: 1163; Flight Time: 02:49Hrs</b>"
"299","LJU","FRA","Adria Airways",377,"01:15","Ljubljana Jože Pučnik Airport",14.4576,46.223701,8.5622,50.0379,"<b>FRA - LJU; Airline: Adria Airways; Distance: 377; Flight Time: 01:15Hrs</b>"
"301","LNZ","FRA","Lufthansa",282,"01:03","Linz Hörsching Airport",14.1875,48.2332,8.5622,50.0379,"<b>FRA - LNZ; Airline: Lufthansa; Distance: 282; Flight Time: 01:03Hrs</b>"
"303","LOS","FRA","Lufthansa",3016,"06:31","Murtala Muhammed International Airport",3.32116007804871,6.57737016677856,8.5622,50.0379,"<b>FRA - LOS; Airline: Lufthansa; Distance: 3016; Flight Time: 06:31Hrs</b>"
"306","LPA","FRA","Condor Flugdienst",1977,"04:27","Gran Canaria Airport",-15.3865995407104,27.9319000244141,8.5622,50.0379,"<b>FRA - LPA; Airline: Condor Flugdienst; Distance: 1977; Flight Time: 04:27Hrs</b>"
"3081","LUX","FRA","Luxair",109,"00:43","Luxembourg-Findel International Airport",6.2044444,49.6233333,8.5622,50.0379,"<b>FRA - LUX; Airline: Luxair; Distance: 109; Flight Time: 00:43Hrs</b>"
"309","LYS","FRA","Ethiopian Airlines",338,"01:10","Lyon Saint-Exupéry Airport",5.081111,45.725556,8.5622,50.0379,"<b>FRA - LYS; Airline: Ethiopian Airlines; Distance: 338; Flight Time: 01:10Hrs</b>"
"3121","MAA","FRA","Air India Limited",4715,"09:55","Chennai International Airport",80.1692962646484,12.9900054931641,8.5622,50.0379,"<b>FRA - MAA; Airline: Air India Limited; Distance: 4715; Flight Time: 09:55Hrs</b>"
"3141","MAD","FRA","Air Berlin",883,"02:15","Adolfo Suárez Madrid–Barajas Airport",-3.56264,40.471926,8.5622,50.0379,"<b>FRA - MAD; Airline: Air Berlin; Distance: 883; Flight Time: 02:15Hrs</b>"
"322","MAH","FRA","TUIfly",733,"01:57","Menorca Airport",4.21864986419678,39.8625984191895,8.5622,50.0379,"<b>FRA - MAH; Airline: TUIfly; Distance: 733; Flight Time: 01:57Hrs</b>"
"323","MAN","FRA","Lufthansa",517,"01:32","Manchester Airport",-2.27495002746582,53.3536987304688,8.5622,50.0379,"<b>FRA - MAN; Airline: Lufthansa; Distance: 517; Flight Time: 01:32Hrs</b>"
"324","MBA","FRA","Condor Flugdienst",4165,"08:49","Mombasa Moi International Airport",39.5942001342773,-4.03483009338379,8.5622,50.0379,"<b>FRA - MBA; Airline: Condor Flugdienst; Distance: 4165; Flight Time: 08:49Hrs</b>"
"325","MBJ","FRA","Condor Flugdienst",5089,"10:40","Sangster International Airport",-77.9133987426758,18.5037002563477,8.5622,50.0379,"<b>FRA - MBJ; Airline: Condor Flugdienst; Distance: 5089; Flight Time: 10:40Hrs</b>"
"326","MCO","FRA","Lufthansa",4732,"09:57","Orlando International Airport",-81.3089981079102,28.4293994903564,8.5622,50.0379,"<b>FRA - MCO; Airline: Lufthansa; Distance: 4732; Flight Time: 09:57Hrs</b>"
"328","MCT","FRA","Oman Air",3216,"06:55","Muscat International Airport",58.2844009399414,23.5932998657227,8.5622,50.0379,"<b>FRA - MCT; Airline: Oman Air; Distance: 3216; Flight Time: 06:55Hrs</b>"
"329","MEX","FRA","Lufthansa",5931,"12:21","Licenciado Benito Juarez International Airport",-99.072098,19.4363,8.5622,50.0379,"<b>FRA - MEX; Airline: Lufthansa; Distance: 5931; Flight Time: 12:21Hrs</b>"
"330","MIA","FRA","Lufthansa",4821,"10:08","Miami International Airport",-80.2906036376953,25.7931995391846,8.5622,50.0379,"<b>FRA - MIA; Airline: Lufthansa; Distance: 4821; Flight Time: 10:08Hrs</b>"
"332","MLA","FRA","Air Malta",1022,"02:32","Malta International Airport",14.4775,35.857498,8.5622,50.0379,"<b>FRA - MLA; Airline: Air Malta; Distance: 1022; Flight Time: 02:32Hrs</b>"
"334","MLE","FRA","Condor Flugdienst",4896,"10:17","Malé International Airport",73.5290985107422,4.19183015823364,8.5622,50.0379,"<b>FRA - MLE; Airline: Condor Flugdienst; Distance: 4896; Flight Time: 10:17Hrs</b>"
"335","MPL","FRA","Lufthansa",495,"01:29","Montpellier-Méditerranée Airport",3.96301007270813,43.5761985778809,8.5622,50.0379,"<b>FRA - MPL; Airline: Lufthansa; Distance: 495; Flight Time: 01:29Hrs</b>"
"336","MRS","FRA","Ethiopian Airlines",482,"01:27","Marseille Provence Airport",5.22142410278,43.439271922,8.5622,50.0379,"<b>FRA - MRS; Airline: Ethiopian Airlines; Distance: 482; Flight Time: 01:27Hrs</b>"
"338","MRU","FRA","Condor Flugdienst",5713,"11:55","Sir Seewoosagur Ramgoolam International Airport",57.683601,-20.430201,8.5622,50.0379,"<b>FRA - MRU; Airline: Condor Flugdienst; Distance: 5713; Flight Time: 11:55Hrs</b>"
"339","MSQ","FRA","Belavia Belarusian Airlines",866,"02:13","Minsk National Airport",28.030700683594,53.882499694824,8.5622,50.0379,"<b>FRA - MSQ; Airline: Belavia Belarusian Airlines; Distance: 866; Flight Time: 02:13Hrs</b>"
"341","MUC","FRA","Ethiopian Airlines",185,"00:52","Flughafen München-Riem",11.69029999,48.137798309,8.5622,50.0379,"<b>FRA - MUC; Airline: Ethiopian Airlines; Distance: 185; Flight Time: 00:52Hrs</b>"
"345","MXP","FRA","Ethiopian Airlines",304,"01:06","Malpensa International Airport",8.72811,45.6306,8.5622,50.0379,"<b>FRA - MXP; Airline: Ethiopian Airlines; Distance: 304; Flight Time: 01:06Hrs</b>"
"347","NAP","FRA","Air Canada",689,"01:52","Naples International Airport",14.2908,40.886002,8.5622,50.0379,"<b>FRA - NAP; Airline: Air Canada; Distance: 689; Flight Time: 01:52Hrs</b>"
"349","NBE","FRA","Nouvel Air Tunisie",968,"02:26","Enfidha - Hammamet International Airport",10.438611,36.075833,8.5622,50.0379,"<b>FRA - NBE; Airline: Nouvel Air Tunisie; Distance: 968; Flight Time: 02:26Hrs</b>"
"351","NBO","FRA","Condor Flugdienst",3922,"08:20","Jomo Kenyatta International Airport",36.9277992249,-1.31923997402,8.5622,50.0379,"<b>FRA - NBO; Airline: Condor Flugdienst; Distance: 3922; Flight Time: 08:20Hrs</b>"
"352","NCE","FRA","Lufthansa",444,"01:23","Nice-Côte d'Azur Airport",7.21586990356,43.6584014893,8.5622,50.0379,"<b>FRA - NCE; Airline: Lufthansa; Distance: 444; Flight Time: 01:23Hrs</b>"
"353","NDR","FRA","Royal Air Maroc",1191,"02:52","Nador International Airport",-3.0282099247,34.9888000488,8.5622,50.0379,"<b>FRA - NDR; Airline: Royal Air Maroc; Distance: 1191; Flight Time: 02:52Hrs</b>"
"354","NGO","FRA","Lufthansa",5771,"12:02","Chubu Centrair International Airport",136.804992675781,34.8583984375,8.5622,50.0379,"<b>FRA - NGO; Airline: Lufthansa; Distance: 5771; Flight Time: 12:02Hrs</b>"
"356","NKG","FRA","Air China",5362,"11:13","Nanjing Lukou Airport",118.861999511719,31.742000579834,8.5622,50.0379,"<b>FRA - NKG; Airline: Air China; Distance: 5362; Flight Time: 11:13Hrs</b>"
"358","NRT","FRA","Japan Airlines",5816,"12:07","Narita International Airport",140.386001587,35.7647018433,8.5622,50.0379,"<b>FRA - NRT; Airline: Japan Airlines; Distance: 5816; Flight Time: 12:07Hrs</b>"
"359","NUE","FRA","Lufthansa",117,"00:44","Nuremberg Airport",11.078056,49.498699,8.5622,50.0379,"<b>FRA - NUE; Airline: Lufthansa; Distance: 117; Flight Time: 00:44Hrs</b>"
"360","OLB","FRA","Lufthansa",632,"01:45","Olbia Costa Smeralda Airport",9.51763,40.898701,8.5622,50.0379,"<b>FRA - OLB; Airline: Lufthansa; Distance: 632; Flight Time: 01:45Hrs</b>"
"361","OPO","FRA","Lufthansa",1026,"02:33","Francisco de Sá Carneiro Airport",-8.68138980865,41.2481002808,8.5622,50.0379,"<b>FRA - OPO; Airline: Lufthansa; Distance: 1026; Flight Time: 02:33Hrs</b>"
"363","ORD","FRA","Lufthansa",4329,"09:09","Chicago O'Hare International Airport",-87.9048,41.9786,8.5622,50.0379,"<b>FRA - ORD; Airline: Lufthansa; Distance: 4329; Flight Time: 09:09Hrs</b>"
"365","OSL","FRA","Ethiopian Airlines",703,"01:54","Oslo Gardermoen Airport",11.100399971008,60.193901062012,8.5622,50.0379,"<b>FRA - OSL; Airline: Ethiopian Airlines; Distance: 703; Flight Time: 01:54Hrs</b>"
"368","OTP","FRA","Ethiopian Airlines",899,"02:17","Henri Coandă International Airport",26.085,44.5711111,8.5622,50.0379,"<b>FRA - OTP; Airline: Ethiopian Airlines; Distance: 899; Flight Time: 02:17Hrs</b>"
"371","OVB","FRA","S7 Airlines",2983,"06:27","Tolmachevo Airport",82.650703430176,55.012599945068,8.5622,50.0379,"<b>FRA - OVB; Airline: S7 Airlines; Distance: 2983; Flight Time: 06:27Hrs</b>"
"372","PDL","FRA","SATA International",1882,"04:15","João Paulo II Airport",-25.6979007721,37.7411994934,8.5622,50.0379,"<b>FRA - PDL; Airline: SATA International; Distance: 1882; Flight Time: 04:15Hrs</b>"
"373","PEK","FRA","Air China",4836,"10:10","Beijing Capital International Airport",116.584999084473,40.0801010131836,8.5622,50.0379,"<b>FRA - PEK; Airline: Air China; Distance: 4836; Flight Time: 10:10Hrs</b>"
"375","PHL","FRA","American Airlines",3936,"08:22","Philadelphia International Airport",-75.241096496582,39.871898651123,8.5622,50.0379,"<b>FRA - PHL; Airline: American Airlines; Distance: 3936; Flight Time: 08:22Hrs</b>"
"378","PMI","FRA","Air Berlin",777,"02:03","Palma De Mallorca Airport",2.73881006241,39.551700592,8.5622,50.0379,"<b>FRA - PMI; Airline: Air Berlin; Distance: 777; Flight Time: 02:03Hrs</b>"
"382","PMO","FRA","Lufthansa",848,"02:11","Falcone–Borsellino Airport",13.091,38.175999,8.5622,50.0379,"<b>FRA - PMO; Airline: Lufthansa; Distance: 848; Flight Time: 02:11Hrs</b>"
"383","PNQ","FRA","Air India Limited",4151,"08:48","Pune Airport",73.9197006225586,18.5820999145508,8.5622,50.0379,"<b>FRA - PNQ; Airline: Air India Limited; Distance: 4151; Flight Time: 08:48Hrs</b>"
"385","POP","FRA","Condor Flugdienst",4702,"09:54","Gregorio Luperon International Airport",-70.5699996948242,19.7579002380371,8.5622,50.0379,"<b>FRA - POP; Airline: Condor Flugdienst; Distance: 4702; Flight Time: 09:54Hrs</b>"
"386","POZ","FRA","Lufthansa",392,"01:17","Poznań-Ławica Airport",16.8262996674,52.4210014343,8.5622,50.0379,"<b>FRA - POZ; Airline: Lufthansa; Distance: 392; Flight Time: 01:17Hrs</b>"
"388","PRG","FRA","Ethiopian Airlines",252,"01:00","Václav Havel Airport Prague",14.26,50.1008,8.5622,50.0379,"<b>FRA - PRG; Airline: Ethiopian Airlines; Distance: 252; Flight Time: 01:00Hrs</b>"
"392","PRN","FRA","Adria Airways",784,"02:04","Priština International Airport",21.035801,42.5728,8.5622,50.0379,"<b>FRA - PRN; Airline: Adria Airways; Distance: 784; Flight Time: 02:04Hrs</b>"
"394","PUJ","FRA","Condor Flugdienst",4665,"09:49","Punta Cana International Airport",-68.3634033203,18.5673999786,8.5622,50.0379,"<b>FRA - PUJ; Airline: Condor Flugdienst; Distance: 4665; Flight Time: 09:49Hrs</b>"
"395","PUY","FRA","Lufthansa",433,"01:21","Pula Airport",13.9222002029419,44.8935012817383,8.5622,50.0379,"<b>FRA - PUY; Airline: Lufthansa; Distance: 433; Flight Time: 01:21Hrs</b>"
"397","PVG","FRA","Air China",5500,"11:30","Shanghai Pudong International Airport",121.805000305176,31.1434001922607,8.5622,50.0379,"<b>FRA - PVG; Airline: Air China; Distance: 5500; Flight Time: 11:30Hrs</b>"
"400","REC","FRA","Condor Flugdienst",4787,"10:04","Guararapes - Gilberto Freyre International Airport",-34.9235992431641,-8.12648963928223,8.5622,50.0379,"<b>FRA - REC; Airline: Condor Flugdienst; Distance: 4787; Flight Time: 10:04Hrs</b>"
"401","RHO","FRA","Condor Flugdienst",1352,"03:12","Diagoras Airport",28.0862007141113,36.4053993225098,8.5622,50.0379,"<b>FRA - RHO; Airline: Condor Flugdienst; Distance: 1352; Flight Time: 03:12Hrs</b>"
"403","RIX","FRA","Air Berlin",788,"02:04","Riga International Airport",23.9710998535156,56.9235992431641,8.5622,50.0379,"<b>FRA - RIX; Airline: Air Berlin; Distance: 788; Flight Time: 02:04Hrs</b>"
"406","RUH","FRA","Lufthansa",2665,"05:49","King Khaled International Airport",46.6987991333008,24.9575996398926,8.5622,50.0379,"<b>FRA - RUH; Airline: Lufthansa; Distance: 2665; Flight Time: 05:49Hrs</b>"
"408","RZE","FRA","Lufthansa",595,"01:41","Rzeszów-Jasionka Airport",22.0189990997,50.1100006104,8.5622,50.0379,"<b>FRA - RZE; Airline: Lufthansa; Distance: 595; Flight Time: 01:41Hrs</b>"
"409","SAW","FRA","Pegasus Airlines",1179,"02:51","Sabiha Gökçen International Airport",29.3092002869,40.898601532,8.5622,50.0379,"<b>FRA - SAW; Airline: Pegasus Airlines; Distance: 1179; Flight Time: 02:51Hrs</b>"
"411","SDQ","FRA","Condor Flugdienst",4730,"09:57","Las Américas International Airport",-69.668899536133,18.42970085144,8.5622,50.0379,"<b>FRA - SDQ; Airline: Condor Flugdienst; Distance: 4730; Flight Time: 09:57Hrs</b>"
"412","SEA","FRA","Condor Flugdienst",5090,"10:40","Seattle Tacoma International Airport",-122.308998,47.449001,8.5622,50.0379,"<b>FRA - SEA; Airline: Condor Flugdienst; Distance: 5090; Flight Time: 10:40Hrs</b>"
"415","SEZ","FRA","Condor Flugdienst",4695,"09:53","Seychelles International Airport",55.521801,-4.67434,8.5622,50.0379,"<b>FRA - SEZ; Airline: Condor Flugdienst; Distance: 4695; Flight Time: 09:53Hrs</b>"
"416","SFO","FRA","Lufthansa",5681,"11:51","San Francisco International Airport",-122.375,37.6189994812012,8.5622,50.0379,"<b>FRA - SFO; Airline: Lufthansa; Distance: 5681; Flight Time: 11:51Hrs</b>"
"419","SGN","FRA","Alitalia",5996,"12:29","Tan Son Nhat International Airport",106.652000427,10.8187999725,8.5622,50.0379,"<b>FRA - SGN; Airline: Alitalia; Distance: 5996; Flight Time: 12:29Hrs</b>"
"421","SHE","FRA","Air China",4980,"10:27","Taoxian Airport",123.483001708984,41.6398010253906,8.5622,50.0379,"<b>FRA - SHE; Airline: Air China; Distance: 4980; Flight Time: 10:27Hrs</b>"
"423","SIN","FRA","Lufthansa",6383,"13:15","Singapore Changi Airport",103.994003,1.35019,8.5622,50.0379,"<b>FRA - SIN; Airline: Lufthansa; Distance: 6383; Flight Time: 13:15Hrs</b>"
"426","SJU","FRA","Condor Flugdienst",4567,"09:38","Luis Munoz Marin International Airport",-66.0018005371,18.4393997192,8.5622,50.0379,"<b>FRA - SJU; Airline: Condor Flugdienst; Distance: 4567; Flight Time: 09:38Hrs</b>"
"427","SKG","FRA","Aegean Airlines",956,"02:24","Thessaloniki Macedonia International Airport",22.9708995819092,40.5196990966797,8.5622,50.0379,"<b>FRA - SKG; Airline: Aegean Airlines; Distance: 956; Flight Time: 02:24Hrs</b>"
"430","SOF","FRA","Bulgaria Air",867,"02:14","Sofia Airport",23.4114360809326,42.6966934204102,8.5622,50.0379,"<b>FRA - SOF; Airline: Bulgaria Air; Distance: 867; Flight Time: 02:14Hrs</b>"
"432","SPC","FRA","Condor Flugdienst",2019,"04:32","La Palma Airport",-17.7556,28.626499,8.5622,50.0379,"<b>FRA - SPC; Airline: Condor Flugdienst; Distance: 2019; Flight Time: 04:32Hrs</b>"
"433","SPU","FRA","Condor Flugdienst",577,"01:39","Split Airport",16.2980003356934,43.5388984680176,8.5622,50.0379,"<b>FRA - SPU; Airline: Condor Flugdienst; Distance: 577; Flight Time: 01:39Hrs</b>"
"436","SSA","FRA","Condor Flugdienst",5187,"10:52","Deputado Luiz Eduardo Magalhães International Airport",-38.3224983215,-12.9086112976,8.5622,50.0379,"<b>FRA - SSA; Airline: Condor Flugdienst; Distance: 5187; Flight Time: 10:52Hrs</b>"
"437","STR","FRA","Lufthansa",97,"00:41","Stuttgart Airport",9.22196006775,48.6898994446,8.5622,50.0379,"<b>FRA - STR; Airline: Lufthansa; Distance: 97; Flight Time: 00:41Hrs</b>"
"438","SVG","FRA","Lufthansa",621,"01:44","Stavanger Airport Sola",5.6377801895,58.876701354,8.5622,50.0379,"<b>FRA - SVG; Airline: Lufthansa; Distance: 621; Flight Time: 01:44Hrs</b>"
"440","SVO","FRA","Aeroflot Russian Airlines",1255,"03:00","Sheremetyevo International Airport",37.4146,55.972599,8.5622,50.0379,"<b>FRA - SVO; Airline: Aeroflot Russian Airlines; Distance: 1255; Flight Time: 03:00Hrs</b>"
"441","SZG","FRA","Lufthansa",253,"01:00","Salzburg Airport",13.0043001175,47.7933006287,8.5622,50.0379,"<b>FRA - SZG; Airline: Lufthansa; Distance: 253; Flight Time: 01:00Hrs</b>"
"443","TAB","FRA","Condor Flugdienst",4715,"09:55","Tobago-Crown Point Airport",-60.8321990966797,11.1497001647949,8.5622,50.0379,"<b>FRA - TAB; Airline: Condor Flugdienst; Distance: 4715; Flight Time: 09:55Hrs</b>"
"444","TAS","FRA","Uzbekistan Airways",2909,"06:19","Tashkent International Airport",69.2811965942,41.257900238,8.5622,50.0379,"<b>FRA - TAS; Airline: Uzbekistan Airways; Distance: 2909; Flight Time: 06:19Hrs</b>"
"445","TFS","FRA","Condor Flugdienst",2011,"04:31","Tenerife South Airport",-16.5725002289,28.044500351,8.5622,50.0379,"<b>FRA - TFS; Airline: Condor Flugdienst; Distance: 2011; Flight Time: 04:31Hrs</b>"
"447","TGD","FRA","Montenegro Airlines",734,"01:58","Podgorica Airport",19.2519,42.359402,8.5622,50.0379,"<b>FRA - TGD; Airline: Montenegro Airlines; Distance: 734; Flight Time: 01:58Hrs</b>"
"448","TIA","FRA","Adria Airways",800,"02:06","Tirana International Airport Mother Teresa",19.7206001282,41.4146995544,8.5622,50.0379,"<b>FRA - TIA; Airline: Adria Airways; Distance: 800; Flight Time: 02:06Hrs</b>"
"449","TLL","FRA","Lufthansa",911,"02:19","Lennart Meri Tallinn Airport",24.8327999115,59.4132995605,8.5622,50.0379,"<b>FRA - TLL; Airline: Lufthansa; Distance: 911; Flight Time: 02:19Hrs</b>"
"450","TLS","FRA","Ethiopian Airlines",557,"01:36","Toulouse-Blagnac Airport",1.36382,43.629101,8.5622,50.0379,"<b>FRA - TLS; Airline: Ethiopian Airlines; Distance: 557; Flight Time: 01:36Hrs</b>"
"452","TLV","FRA","Lufthansa",1833,"04:09","Ben Gurion International Airport",34.8866996765137,32.0113983154297,8.5622,50.0379,"<b>FRA - TLV; Airline: Lufthansa; Distance: 1833; Flight Time: 04:09Hrs</b>"
"454","TPE","FRA","China Airlines",5815,"12:07","Taiwan Taoyuan International Airport",121.233002,25.0777,8.5622,50.0379,"<b>FRA - TPE; Airline: China Airlines; Distance: 5815; Flight Time: 12:07Hrs</b>"
"455","TRN","FRA","Lufthansa",336,"01:10","Turin Airport",7.64963,45.200802,8.5622,50.0379,"<b>FRA - TRN; Airline: Lufthansa; Distance: 336; Flight Time: 01:10Hrs</b>"
"456","TSE","FRA","Air Astana",2675,"05:51","Astana International Airport",71.4669036865234,51.0222015380859,8.5622,50.0379,"<b>FRA - TSE; Airline: Air Astana; Distance: 2675; Flight Time: 05:51Hrs</b>"
"459","TUN","FRA","Lufthansa",914,"02:19","Tunis Carthage International Airport",10.2271995544434,36.851001739502,8.5622,50.0379,"<b>FRA - TUN; Airline: Lufthansa; Distance: 914; Flight Time: 02:19Hrs</b>"
"461","TXL","FRA","Air Berlin",268,"01:02","Berlin-Tegel Airport",13.2877,52.5597,8.5622,50.0379,"<b>FRA - TXL; Airline: Air Berlin; Distance: 268; Flight Time: 01:02Hrs</b>"
"465","VCE","FRA","Lufthansa",358,"01:12","Venice Marco Polo Airport",12.3519,45.505299,8.5622,50.0379,"<b>FRA - VCE; Airline: Lufthansa; Distance: 358; Flight Time: 01:12Hrs</b>"
